attendance_id,enrollment_id,session_date,status
A001390,E0020,2023-11-14,Present
A003565,E0049,2024-02-01,Present
A009077,E0128,2025-05-15,Present
A005430,E0080,2024-05-28,Absent
A007828,E0110,2025-05-15,PRESENT
A005691,E0084,09/30/2024,Present
A013060,E0202,2026-03-12,Present
A007879,E0111,2025-02-20,Present
A001869,E0026,2024-03-07,Present
A013374,E0207,2025-09-11,Present
A008203,E0116,2024-10-29,Present
A011608,E0181,2025-11-06,Present
A007487,E0105,2024-10-08,Present
A009656,E0137,2025-02-06,Present
A000807,E0012,2024-01-25,Absent
A004806,E0064,2024-05-28,Present
A013584,E0209,2026-08-13,Tardy
A012261,E0191,2025-11-04,P
A010301,E0146,2024-12-17,Present
A014077,E0215,2026-06-15,Present
A001656,E0023,2024-04-23,PRESENT
A010427,E0153,2025-02-05,Present
A009156,E0129,2025-06-05,Present
A007512,E0105,01/21/2025,present
A008057,E0114,2024-10-29,Present
A004495,E0059,2024-07-01,Present
A002633,E0037,2023-09-19,Present
A013693,E0211,2026-04-20,Tardy
A008897,E0126,01/09/2025,Present
A008624,E0122,2025-01-28,Present
A007833,E0110,2025-06-03,Present
A004389,E0058,2024-04-03,Tardy
A000146,E0002,2024-05-30,Present
A006468,E0093,2024-08-20,Present
A002034,E0028,2024-05-02,Present
A014039,E0214,2026-09-09,Present
A001166,E0017,2023-11-16,Present
A011693,E0183,2025-12-09,Present
A002051,E0029,2023-09-26,present
A003761,E0051,2024-01-25,Present
A010817,E0169,2025-11-04,Present
A012677,E0197,2025-12-09,present
A004436,E0059,2024-03-13,Present
A003431,E0047,2024-02-06,Present
A008191,E0116,09/17/2024,Present
A013481,E0208,2026-02-03,Tardy
A007070,E0099,2024-11-05,Present
A004362,E0058,2024-02-15,Present
A010617,E0166,2025-09-23,present
A009455,E0134,2025-04-10,P
A001772,E0025,12/14/2023,Present
A003512,E0048,2024-04-30,P
A000272,E0004,2024-03-05,P
A012985,E0201,2026-03-03,Present
A002989,E0042,2023-09-12,P
A008437,E0119,2025-01-07,Present
A012606,E0196,2025-12-11,Present
A012765,E0198,02/17/2026,Present
A002033,E0028,2024-04-30,Present
A008029,E0113,2025-04-29,Present
A012317,E0192,2025-12-09,Present
A009006,E0127,2025-05-22,Present
A014863,E0224,2026-06-03,Excused
A003811,E0051,2024-04-29,Present
A013810,E0212,2026-06-09,Present
A009997,E0142,2024-10-29,Present
A014121,E0215,2026-08-31,Present
A004347,E0058,2024-01-22,Present
A010654,E0166,2026-02-19,Present
A000546,E0008,2024-01-23,Excused
A003242,E0045,2024-02-26,Present
A008931,E0126,2025-05-15,Present
A008503,E0120,2024-12-03,Present
A011714,E0183,2026-03-05,Present
A009324,E0132,2025-06-10,P
A005827,E0085,12/19/2024,Present
A012304,E0192,2025-10-16,Present
A010962,E0171,2026-03-12,Present
A007565,E0106,2024-10-24,Present
A000921,E0013,06/13/2024,Present
A014027,E0214,2026-08-19,
A011780,E0184,2026-02-12,Present
A006641,E0094,01/27/2025,Present
A012152,E0189,2026-03-26,Present
A007695,E0108,2025-03-06,Present
A008231,E0116,2025-02-20,Present
A012652,E0196,2026-06-11,Present
A007127,E0100,10/24/2024,PRESENT
A004279,E0057,2024-03-18,E
A002984,E0041,2024-05-30,Present
A013483,E0208,2026-02-10,Present
A000131,E0002,2024-04-04,Present
A013410,E0207,02/05/2026,Present
A007981,E0113,2024-10-17,Excused
A002668,E0037,02/01/2024,present
A007139,E0100,12/12/2024,
A003224,E0045,2024-01-24,Present
A009375,E0133,2025-03-18,Present
A007694,E0108,2025-03-04,Present
A005393,E0079,2024-06-04,Present
A000615,E0009,2024-01-02,Present
A004697,E0061,07/03/2024,present
A001467,E0021,2023-11-21,present
A004498,E0060,2024-01-08,Present
A003043,E0042,2024-04-02,Excused
A009127,E0129,2025-02-18,Present
A002420,E0034,2023-10-31,absent
A005086,E0071,06/20/2024,Present
A003295,E0045,2024-06-03,Present
A006738,E0095,2025-02-03,Present
A001501,E0021,2024-04-02,Present
A013015,E0202,2025-09-16,Present
A009019,E0128,2024-10-01,Present
A001522,E0022,2023-09-12,Present
A014026,E0214,2026-08-18,P
A011123,E0174,2026-02-03,Present
A004233,E0056,2024-06-25,Excused
A007687,E0108,2025-02-06,Present
A008821,E0125,2024-10-24,Present
A004431,E0059,2024-03-05,Present
A012046,E0188,2025-11-06,Present
A000391,E0006,2023-11-02,Absent
A012538,E0195,2026-01-08,Present
A015160,E0228,2026-06-15,Tardy
A007125,E0100,2024-10-17,Present
A005914,E0086,2024-12-10,Present
A012183,E0190,2025-10-14,Present
A008593,E0122,2024-09-24,Present
A004807,E0064,05/30/2024,Present
A013328,E0206,2025-12-18,Present
A015198,E0228,08/19/2026,Present
A011552,E0180,2026-01-22,Present
A008239,E0116,2025-03-20,Present
A008045,E0114,2024-09-17,Tardy
A015039,E0226,2026-08-27,Present
A003994,E0054,2024-02-12,Present
A011835,E0185,2025-12-02,Present
A011919,E0186,2026-01-27,Present
A014687,E0222,2026-06-03,Present
A013401,E0207,01/06/2026,Present
A006610,E0094,2024-11-13,Present
A005320,E0077,06/20/2024,Present
A015128,E0228,2026-04-20,present
A007120,E0100,2024-10-01,Present
A002422,E0034,2023-11-07,Present
A005605,E0083,2024-10-10,Present
A001751,E0025,2023-09-26,Present
A015098,E0227,2026-07-29,Present
A013871,E0213,2026-04-22,Present
A012255,E0191,2025-10-14,Excused
A014938,E0225,2026-08-05,Present
A000339,E0005,2024-02-06,PRESENT
A008408,E0119,2024-09-10,Excused
A011856,E0185,2026-02-26,Present
A001342,E0019,2024-02-29,Present
A014678,E0222,2026-05-19,Present
A007983,E0113,2024-10-24,Present
A012087,E0188,2026-04-28,Tardy
A003641,E0049,2024-06-19,Present
A000330,E0005,2024-01-04,Excused
A013588,E0209,2026-08-20,Present
A003005,E0042,2023-11-07,PRESENT
A006961,E0098,2024-10-08,Present
A004091,E0055,2024-04-08,Present
A011308,E0177,2025-09-25,Present
A009829,E0139,2025-05-24,Present
A002323,E0032,05/21/2024,Present
A006668,E0095,2024-09-12,Absent
A007010,E0098,2025-01-21,Present
A004198,E0056,2024-04-24,PRESENT
A003550,E0049,2024-01-08,Present
A009651,E0137,2025-01-21,Present
A008364,E0118,2025-01-07,Present
A004204,E0056,2024-05-06,Present
A014330,E0218,2026-05-26,Present
A011762,E0184,2025-11-20,Present
A012419,E0193,2026-04-07,Present
A014095,E0215,2026-07-15,Present
A013351,E0206,2026-03-24,P
A013841,E0212,2026-08-03,Present
A006186,E0090,08/14/2024,Present
A001640,E0023,2024-02-22,Present
A009131,E0129,2025-03-04,Present
A000061,E0001,04/25/2024,Present
A001241,E0018,2023-11-16,Present
A005761,E0085,2024-08-20,Absent
A005137,E0073,03/14/2024,Tardy
A002344,E0033,2023-10-26,Present
A002121,E0029,06/13/2024,Present
A001525,E0022,2023-09-21,Present
A007618,E0107,2025-02-20,Present
A000154,E0003,2023-09-21,Present
A000482,E0007,2024-02-29,Present
A006123,E0089,2024-10-07,Present
A012653,E0197,09/09/2025,Present
A007675,E0108,2024-12-17,Present
A007102,E0099,2025-01-20,Present
A012113,E0189,10/21/2025,Present
A001763,E0025,2023-11-07,P
A008943,E0127,2024-09-19,Present
A007716,E0108,2025-05-27,Present
A009978,E0141,2025-05-29,Present
A014512,E0220,2026-06-04,Present
A007480,E0105,09/12/2024,Present
A006213,E0090,2024-10-01,Present
A012694,E0197,2026-02-19,Present
A004854,E0066,2024-02-08,Present
A002712,E0038,10/03/2023,Present
A006767,E0096,2024-09-24,Present
A004151,E0056,2024-01-29,Present
A012386,E0193,2025-11-20,Present
A001334,E0019,2024-02-01,Present
A014477,E0219,2026-09-07,Present
A011047,E0173,2026-01-20,Present
A008379,E0118,2025-02-27,Present
A009329,E0133,2024-09-19,Excused
A014445,E0219,2026-07-13,Present
A014920,E0225,2026-07-06,Present
A010251,E0145,2025-03-18,Present
A014032,E0214,2026-08-27,Present
A003851,E0052,2024-01-09,Present
A008341,E0118,2024-10-01,Present
A004125,E0055,2024-06-11,Present
A013082,E0202,2026-06-04,tardy
A013790,E0212,2026-05-05,Late
A011556,E0180,2026-02-05,Present
A004789,E0064,2024-03-26,Present
A002867,E0040,01/02/2024,Present
A011969,E0187,2025-10-21,Present
A001387,E0020,2023-11-02,Tardy
A005942,E0087,2024-08-12,Present
A003068,E0043,2023-09-26,present
A013938,E0213,2026-08-18,Tardy
A003630,E0049,2024-05-30,Present
A014552,E0220,2026-08-13,Present
A012990,E0201,2026-03-19,Present
A013767,E0211,2026-08-26,Present
A003029,E0042,2024-02-13,Present
A002970,E0041,2024-04-09,Present
A011665,E0182,2026-01-13,Excused
A009901,E0140,2025-05-15,Present
A011146,E0174,2026-04-30,Present
A008647,E0122,2025-04-24,Present
A006137,E0089,2024-10-30,Present
A008802,E0124,2025-05-27,Present
A004264,E0057,2024-02-20,Present
A013019,E0202,2025-09-30,Present
A000646,E0009,2024-04-23,Present
A014850,E0224,2026-05-12,present
A002075,E0029,2024-01-02,Present
A012245,E0191,2025-09-09,Present
A000342,E0005,2024-02-15,Absent
A008042,E0113,2025-06-12,Tardy
A001623,E0023,2023-12-19,present
A012876,E0200,2025-10-02,present
A007142,E0100,01/02/2025,Present
A005797,E0085,2024-10-22,Present
A007185,E0100,2025-06-10,Present
A014354,E0218,2026-07-07,Present
A008233,E0116,2025-02-27,Tardy
A005476,E0081,2024-06-20,Present
A010282,E0146,10/03/2024,Present
A012117,E0189,11/04/2025,Present
A010368,E0148,2025-02-10,Excused
A014245,E0217,2026-06-01,Present
A000075,E0001,06/13/2024,Present
A015208,E0228,2026-09-07,Present
A006307,E0091,2024-10-02,Present
A010850,E0170,2025-10-02,Present
A011373,E0177,06/09/2026,PRESENT
A010269,E0145,2025-05-27,Present
A008634,E0122,2025-03-04,Present
A014202,E0216,08/18/2026,Present
A002052,E0029,09/28/2023,PRESENT
A002542,E0035,2024-04-30,Present
A001302,E0019,2023-09-28,Present
A005878,E0086,2024-10-01,Present
A007369,E0103,2025-01-30,Present
A011623,E0181,2026-01-20,Tardy
A001305,E0019,2023-10-10,present
A008429,E0119,2024-11-21,Present
A013989,E0214,2026-06-15,Present
A002600,E0036,2024-02-27,Present
A012809,E0199,2025-10-21,Present
A002574,E0036,2023-11-14,Present
A011473,E0179,2025-12-16,Present
A003187,E0044,2024-03-12,Present
A012146,E0189,2026-03-05,Present
A002769,E0039,2023-09-28,Present
A004832,E0065,2024-04-09,Present
A004224,E0056,2024-06-10,Tardy
A014843,E0224,2026-04-29,Present
A002107,E0029,2024-04-25,Present
A002680,E0037,2024-03-14,Present
A010954,E0171,2026-02-12,Present
A012881,E0200,2025-10-21,Present
A013592,E0209,2026-08-27,Tardy
A001388,E0020,2023-11-07,Present
A014877,E0225,2026-04-21,Present
A014599,E0221,2026-06-03,Tardy
A013739,E0211,2026-07-08,Present
A014858,E0224,2026-05-26,Tardy
A007084,E0099,2024-12-05,Tardy
A013365,E0206,05/19/2026,Present
A013193,E0204,2026-02-03,P
A001280,E0018,2024-04-18,Tardy
A013222,E0204,2026-05-21,Present
A000805,E0012,2024-01-18,Present
A001556,E0022,2024-01-23,Present
A014593,E0221,2026-05-25,Present
A011383,E0178,2025-10-07,Present
A004567,E0060,2024-05-13,Present
A012995,E0201,04/07/2026,Present
A014871,E0224,2026-06-17,Present
A004842,E0065,2024-05-16,Present
A003595,E0049,2024-03-26,Present
A006036,E0088,2024-08-13,Present
A006853,E0097,2024-09-11,Present
A010113,E0143,2025-04-22,Present
A008706,E0123,2025-02-27,Present
A004178,E0056,2024-03-14,Present
A001309,E0019,2023-10-24,Present
A009107,E0129,11/21/2024,P
A003453,E0048,2024-01-11,Tardy
A003696,E0050,2024-03-27,Present
A004243,E0057,2024-01-15,Present
A011349,E0177,03/10/2026,Present
A002199,E0031,2023-09-19,Present
A008967,E0127,2024-12-19,Present
A004426,E0059,2024-02-26,Present
A006151,E0089,2024-12-02,Present
A000944,E0014,2023-12-05,Present
A000823,E0012,2024-03-21,Present
A005006,E0069,2024-06-13,Tardy
A006613,E0094,2024-11-19,Present
A012470,E0194,01/22/2026,Present
A008357,E0118,12/03/2024,Present
A005620,E0083,2024-11-06,Present
A004548,E0060,2024-04-03,Present
A012176,E0190,09/18/2025,Excused
A002539,E0035,2024-04-18,Present
A014995,E0226,06/11/2026,Present
A009504,E0135,2025-01-16,Present
A005208,E0075,2024-02-20,Present
A014635,E0221,2026-08-05,Present
A013862,E0212,2026-09-08,Present
A013576,E0209,2026-07-30,Present
A003055,E0042,2024-05-16,Excused
A003676,E0050,2024-02-21,Present
A007777,E0110,2024-10-24,Present
A007219,E0101,2025-01-16,PRESENT
A006723,E0095,2025-01-07,PRESENT
A003301,E0045,2024-06-12,Absent
A003311,E0045,2024-07-01,Present
A007222,E0101,2025-01-28,Excused
A008520,E0120,2025-02-11,Present
A010683,E0166,2026-06-09,Present
A005955,E0087,2024-09-03,PRESENT
A010999,E0172,2025-10-21,Present
A012601,E0196,2025-11-18,Present
A000833,E0012,2024-04-30,Present
A011272,E0176,2026-02-19,Present
A003463,E0048,01/30/2024,Present
A013490,E0208,2026-03-05,Present
A014355,E0218,2026-07-08,Present
A007644,E0107,2025-05-29,Absent
A000055,E0001,2024-04-02,Present
A012257,E0191,2025-10-21,Present
A003452,E0048,2024-01-10,Present
A006306,E0091,2024-10-01,Present
A010094,E0143,2025-02-06,Present
A001482,E0021,2024-01-25,Present
A004874,E0066,2024-04-23,Present
A013088,E0203,09/18/2025,Present
A008039,E0113,2025-06-03,Present
A012343,E0192,2026-03-24,Present
A003336,E0046,2024-02-14,Present
A006017,E0087,01/08/2025,Present
A004927,E0067,2024-06-11,Present
A009139,E0129,2025-04-01,Present
A005798,E0085,2024-10-23,Present
A011486,E0179,2026-02-12,Present
A010354,E0147,02/12/2025,Present
A015111,E0227,2026-08-20,P
A005084,E0071,2024-06-13,Present
A006646,E0094,02/04/2025,Present
A012482,E0194,2026-03-05,Present
A011250,E0176,2025-11-13,Present
A005491,E0082,2024-09-04,Present
A000769,E0011,2024-06-06,Present
A002066,E0029,2023-11-16,P
A014612,E0221,2026-06-25,Present
A011688,E0183,2025-11-13,Excused
A007312,E0102,2025-03-27,Present
A008478,E0119,06/05/2025,Present
A005278,E0076,06/11/2024,PRESENT
A004525,E0060,2024-02-22,Present
A011569,E0180,2026-03-24,Present
A010525,E0160,2025-06-23,Present
A002718,E0038,2023-10-24,Present
A002080,E0029,2024-01-18,Present
A011582,E0180,2026-05-14,PRESENT
A008915,E0126,2025-03-13,Present
A000952,E0014,2024-01-09,Present
A008059,E0114,2024-11-05,Present
A002483,E0035,09/19/2023,Excused
A010455,E0154,2025-02-26,Excused
A009182,E0130,2024-12-05,Excused
A011405,E0178,2026-01-13,Present
A001760,E0025,2023-10-26,Present
A009985,E0142,2024-09-17,Present
A004423,E0059,02/20/2024,Present
A006705,E0095,2024-11-18,Present
A013672,E0210,08/13/2026,Present
A009917,E0141,2024-10-03,Present
A005183,E0074,04/09/2024,Present
A008534,E0120,2025-04-01,Present
A003702,E0050,2024-04-08,Present
A004244,E0057,2024-01-16,Present
A000689,E0010,2023-12-21,present
A003433,E0047,02/08/2024,Present
A013396,E0207,2025-12-04,Present
A004945,E0068,2024-03-26,Present
A000967,E0014,2024-02-29,Present
A014921,E0225,2026-07-07,Present
A015011,E0226,2026-07-09,Present
A010396,E0150,2025-02-03,Absent
A002714,E0038,2023-10-10,Tardy
A004758,E0063,2024-04-25,Present
A013291,E0205,2026-05-12,Present
A012351,E0192,2026-04-28,Tardy
A014680,E0222,2026-05-21,Present
A006321,E0091,10/28/2024,Present
A013473,E0208,2026-01-06,P
A005976,E0087,2024-10-09,Present
A003573,E0049,2024-02-15,Absent
A012998,E0201,2026-04-23,Present
A005300,E0077,2024-04-09,Present
A001991,E0028,2023-11-16,Present
A012313,E0192,2025-11-18,Present
A012952,E0201,2025-10-16,Present
A001206,E0017,2024-04-23,Present
A013491,E0208,2026-03-10,Present
A013051,E0202,2026-02-10,Present
A004972,E0069,2024-02-13,Tardy
A014950,E0225,2026-08-26,Present
A013227,E0204,2026-06-09,Present
A006784,E0096,2024-10-23,P
A003601,E0049,2024-04-04,Tardy
A006491,E0093,2024-09-30,Present
A008610,E0122,2024-11-21,Present
A008495,E0120,10/29/2024,Present
A013913,E0213,2026-07-06,P
A008071,E0114,2025-01-02,Present
A008578,E0121,2024-12-10,Present
A007974,E0113,2024-09-24,Present
A014326,E0218,2026-05-19,Present
A001626,E0023,2024-01-04,Present
A000537,E0008,2023-12-14,Present
A008767,E0124,2025-01-16,Present
A007971,E0113,2024-09-12,Tardy
A013225,E0204,2026-06-02,Present
A004213,E0056,2024-05-21,Present
A006457,E0092,2025-01-29,Present
A003508,E0048,2024-04-23,Absent
A008394,E0118,2025-04-29,Present
A009525,E0135,2025-04-01,present
A007113,E0099,2025-02-06,Excused
A011695,E0183,2025-12-16,Present
A002709,E0038,2023-09-21,Tardy
A005032,E0070,2024-04-30,Present
A006515,E0093,2024-11-11,Present
A004663,E0061,2024-05-06,Absent
A004022,E0054,2024-04-01,Present
A001855,E0026,2024-01-18,Present
A014505,E0220,05/25/2026,Present
A002873,E0040,2024-01-23,Present
A003031,E0042,2024-02-20,present
A009398,E0133,2025-06-12,Present
A001646,E0023,2024-03-14,Present
A003418,E0047,2024-01-15,Present
A003477,E0048,2024-02-22,Present
A014688,E0222,2026-06-04,Absent
A011054,E0173,2026-02-12,Present
A001793,E0025,2024-03-05,Present
A013719,E0211,2026-06-03,Present
A003798,E0051,2024-04-01,Present
A003369,E0046,2024-04-11,Present
A011560,E0180,2026-02-19,Present
A011726,E0183,2026-04-23,Present
A007197,E0101,2024-10-15,Present
A014830,E0223,2026-09-08,Present
A005110,E0072,2024-04-30,PRESENT
A006025,E0087,01/22/2025,Present
A011642,E0182,2025-10-02,Tardy
A008796,E0124,2025-05-06,Present
A011249,E0176,2025-11-11,Late
A014303,E0217,2026-09-09,Present
A000127,E0002,2024-03-21,Present
A005960,E0087,2024-09-11,Late
A003877,E0052,02/22/2024,Present
A011128,E0174,2026-02-19,Present
A013636,E0210,2026-06-11,P
A004452,E0059,2024-04-10,Present
A007148,E0100,01/23/2025,Present
A003532,E0048,2024-06-04,Present
A010923,E0171,2025-10-07,Present
A000828,E0012,04/09/2024,Present
A009832,E0139,2025-05-29,Present
A007791,E0110,2024-12-19,P
A000985,E0014,05/07/2024,Present
A011474,E0179,2025-12-18,Present
A011198,E0175,2026-02-12,Present
A007784,E0110,2024-11-19,Present
A010381,E0149,2025-02-04,Present
A014733,E0222,08/24/2026,Present
A002444,E0034,2024-02-06,Present
A008555,E0121,2024-09-12,Present
A010542,E0161,2025-07-01,Tardy
A000346,E0005,2024-02-29,Present
A000815,E0012,2024-02-22,Present
A006167,E0089,01/09/2025,Present
A013000,E0201,2026-04-30,Present
A011398,E0178,2025-12-04,Present
A014558,E0220,2026-08-25,Present
A015033,E0226,2026-08-18,Absent
A011518,E0179,2026-06-11,Tardy
A012299,E0192,2025-09-30,Present
A005780,E0085,2024-09-23,Present
A002117,E0029,2024-05-30,Present
A010027,E0142,2025-02-27,Present
A000794,E0012,2023-12-05,Present
A004961,E0068,2024-05-23,Present
A006899,E0097,12/09/2024,Present
A002675,E0037,2024-02-27,Present
A000095,E0002,2023-11-16,Present
A004226,E0056,2024-06-12,Present
A003757,E0051,2024-01-18,Present
A002892,E0040,2024-03-28,Present
A002372,E0033,2024-02-15,Excused
A011421,E0178,2026-03-10,Present
A014443,E0219,2026-07-08,Present
A003229,E0045,2024-02-01,present
A007864,E0111,12/19/2024,Present
A006360,E0091,2025-01-22,Present
A014158,E0216,2026-06-02,Absent
A013103,E0203,2025-11-11,Present
A007327,E0102,2025-05-27,Present
A006029,E0087,2025-01-29,Present
A011046,E0173,2026-01-15,Present
A013430,E0207,2026-04-23,Present
A011105,E0174,11/11/2025,Present
A001866,E0026,2024-02-27,Present
A013947,E0213,2026-09-02,Present
A004613,E0061,2024-02-01,Present
A010050,E0142,2025-05-27,Present
A002646,E0037,11/02/2023,Present
A002244,E0031,2024-03-07,Present
A005374,E0079,2024-03-26,Present
A002337,E0033,2023-10-03,PRESENT
A000951,E0014,01/04/2024,Present
A011261,E0176,2026-01-13,Present
A001121,E0016,2024-03-14,Present
A010790,E0168,2026-05-07,Present
A002205,E0031,2023-10-10,PRESENT
A000420,E0006,2024-02-27,Present
A000923,E0014,2023-09-14,Present
A009447,E0134,2025-03-13,Present
A008670,E0123,2024-10-08,Present
A010228,E0145,2024-12-17,Present
A005409,E0080,2024-03-12,Excused
A005789,E0085,2024-10-08,Present
A005743,E0084,2025-01-16,Present
A007668,E0108,2024-11-14,Present
A005568,E0082,02/05/2025,Present
A008136,E0115,2024-11-19,Present
A001203,E0017,2024-04-09,Present
A010819,E0169,2025-11-11,Present
A005766,E0085,2024-08-28,PRESENT
A008390,E0118,2025-04-08,Present
A001971,E0027,2024-06-13,Present
A011303,E0177,2025-09-09,Present
A004019,E0054,2024-03-26,Present
A010344,E0146,2025-06-03,Present
A003688,E0050,2024-03-13,Present
A013109,E0203,2025-12-09,Present
A001998,E0028,2023-12-19,Present
A004034,E0054,2024-04-25,Absent
A015212,E0228,2026-09-14,Late
A011247,E0176,11/04/2025,Present
A001249,E0018,2023-12-21,Present
A002193,E0030,2024-06-04,Present
A002713,E0038,2023-10-05,Present
A009185,E0130,2024-12-17,Present
A002191,E0030,2024-05-28,Present
A004671,E0061,05/20/2024,Present
A005143,E0073,2024-04-04,Present
A005985,E0087,2024-10-24,Present
A006566,E0094,2024-08-28,Present
A007805,E0110,2025-02-18,PRESENT
A011955,E0186,2026-06-09,Present
A006944,E0098,2024-09-09,Present
A011790,E0184,2026-03-19,Present
A012904,E0200,2026-01-29,Present
A009511,E0135,2025-02-11,Present
A010056,E0143,09/10/2024,Present
A010536,E0161,2025-06-19,Present
A010642,E0166,2026-01-08,Present
A002137,E0030,2023-11-02,Present
A001066,E0015,2024-05-28,Exc.
A000601,E0009,2023-10-31,Present
A004228,E0056,2024-06-17,Present
A010814,E0169,2025-10-23,Present
A007578,E0107,2024-09-17,Present
A000078,E0002,2023-09-19,P
A007547,E0105,2025-05-29,Late
A002899,E0040,2024-04-25,Present
A004821,E0065,2024-02-29,Present
A009507,E0135,2025-01-28,Present
A014317,E0218,05/04/2026,Present
A006414,E0092,2024-10-28,Present
A009445,E0134,2025-03-06,Present
A009065,E0128,03/27/2025,Present
A012043,E0188,10/28/2025,Present
A008008,E0113,2025-02-06,Present
A005469,E0081,2024-05-28,Present
A005952,E0087,2024-08-28,Present
A015015,E0226,07/16/2026,Present
A011158,E0174,2026-06-11,T
A003392,E0046,2024-05-28,Present
A005416,E0080,2024-04-04,Present
A002561,E0036,2023-09-28,Present
A015202,E0228,2026-08-26,Absent
A008163,E0115,03/11/2025,Present
A002636,E0037,2023-09-28,Present
A005257,E0076,2024-03-26,Present
A003531,E0048,06/03/2024,Present
A008568,E0121,2024-10-29,Present
A001909,E0027,2023-10-24,Present
A012622,E0196,2026-02-19,Present
A015027,E0226,2026-08-06,Present
A000236,E0004,2023-10-17,Tardy
A012220,E0190,2026-03-12,Present
A001605,E0023,2023-10-10,Present
A007985,E0113,2024-10-31,P
A009311,E0132,2025-04-24,Present
A011870,E0185,2026-04-23,Present
A003491,E0048,2024-03-19,Present
A015143,E0228,2026-05-14,Present
A011151,E0174,2026-05-19,Present
A001995,E0028,2023-12-07,Present
A002825,E0039,2024-04-30,Present
A014293,E0217,2026-08-24,Present
A010569,E0163,2025-06-23,Present
A013925,E0213,2026-07-27,Present
A001343,E0019,03/05/2024,Present
A008513,E0120,2025-01-16,Present
A001620,E0023,2023-12-07,Present
A011906,E0186,2025-11-20,Present
A005288,E0077,02/27/2024,Present
A002061,E0029,2023-10-31,Present
A011878,E0185,2026-05-21,Present
A002220,E0031,2023-12-07,Present
A009866,E0140,01/07/2025,Present
A006039,E0088,2024-08-19,PRESENT
A000261,E0004,2024-01-25,Present
A014413,E0219,05/18/2026,Present
A010232,E0145,2025-01-09,P
A012978,E0201,2026-02-05,Present
A009094,E0129,2024-10-08,Present
A003745,E0050,2024-06-26,Present
A002027,E0028,2024-04-04,P
A006989,E0098,2024-12-03,Tardy
A004235,E0056,2024-06-27,Present
A001918,E0027,2023-11-30,Present
A001829,E0026,2023-10-05,Present
A009766,E0139,2024-09-17,Tardy
A012608,E0196,2025-12-18,Present
A012942,E0201,2025-09-11,Present
A006234,E0090,2024-11-06,Present
A014364,E0218,2026-07-23,Present
A012847,E0199,2026-03-24,Present
A006284,E0091,2024-08-22,present
A004209,E0056,2024-05-14,Present
A012820,E0199,2025-12-04,Present
A000225,E0003,2024-06-13,Present
A008916,E0126,2025-03-18,Present
A010003,E0142,11/19/2024,present
A009334,E0133,10/08/2024,P
A013722,E0211,2026-06-09,Present
A006470,E0093,2024-08-22,Present
A013957,E0214,2026-04-20,Tardy
A014488,E0220,2026-04-23,Present
A013747,E0211,2026-07-22,Present
A014958,E0225,2026-09-09,Present
A010955,E0171,2026-02-17,Present
A000847,E0013,2023-09-12,Present
A004290,E0057,2024-04-04,Present
A005561,E0082,01/23/2025,Present
A013235,E0205,2025-09-30,Present
A002552,E0035,2024-06-04,PRESENT
A013918,E0213,2026-07-14,Present
A011121,E0174,2026-01-27,Present
A000118,E0002,2024-02-20,present
A008838,E0125,2025-01-09,Present
A005967,E0087,2024-09-24,Present
A008196,E0116,2024-10-03,Tardy
A012363,E0192,2026-06-09,Present
A014044,E0214,2026-09-17,Present
A008660,E0122,2025-06-10,Excused
A007490,E0105,2024-10-17,P
A000006,E0001,2023-09-28,Present
A005343,E0078,2024-04-25,Present
A009112,E0129,2024-12-17,Present
A010788,E0168,2026-04-30,P
A004325,E0057,2024-06-11,
A001064,E0015,2024-05-21,Present
A002591,E0036,2024-01-25,P
A008435,E0119,2024-12-19,Present
A013047,E0202,2026-01-27,present
A009353,E0133,12/19/2024,Absent
A011063,E0173,2026-03-17,Present
A003736,E0050,2024-06-11,Present
A013919,E0213,2026-07-15,P
A010590,E0164,2025-07-01,Present
A003518,E0048,2024-05-09,Present
A006987,E0098,2024-11-21,Absent
A011614,E0181,2025-12-04,Present
A010756,E0168,2025-12-18,Present
A006768,E0096,09/25/2024,Present
A005623,E0083,2024-11-12,Present
A001606,E0023,2023-10-12,Present
A001734,E0024,2024-05-02,Tardy
A010517,E0159,2025-07-07,Present
A010902,E0170,2026-04-30,Present
A014375,E0218,2026-08-12,present
A009505,E0135,2025-01-21,PRESENT
A011641,E0182,09/30/2025,Present
A003813,E0051,2024-05-01,Absent
A014805,E0223,2026-07-27,Present
A010555,E0162,06/25/2025,Present
A010168,E0144,2025-02-11,Present
A011707,E0183,2026-02-10,present
A001762,E0025,2023-11-02,Present
A005402,E0080,2024-02-15,Excused
A002740,E0038,2024-01-23,Present
A013830,E0212,2026-07-14,Present
A014814,E0223,2026-08-11,Present
A002473,E0034,05/21/2024,Present
A006739,E0095,2025-02-04,Present
A006892,E0097,2024-11-19,Present
A012200,E0190,2025-12-18,present
A007944,E0112,2025-01-23,Present
A012911,E0200,02/24/2026,Present
A009686,E0137,2025-05-29,Present
A004207,E0056,2024-05-09,Present
A006372,E0092,2024-08-14,Present
A010351,E0147,2025-02-06,Present
A009362,E0133,2025-01-30,Present
A010349,E0147,2025-02-04,Present
A000233,E0004,2023-10-05,PRESENT
A008259,E0116,2025-06-05,Absent
A007562,E0106,2024-10-15,Present
A009796,E0139,2025-01-16,Present
A006169,E0089,2025-01-14,Present
A011476,E0179,2026-01-08,P
A003597,E0049,03/28/2024,P
A006289,E0091,2024-09-02,Present
A004633,E0061,2024-03-07,present
